method,v1,v2
stop,19.780479162825106,2.670182797018237
straight,14.846403142002714,0.1536239976106888
stop,19.1263039060424,3.0391394692783322
stop,19.554107567831974,2.5543281701833105
stop,19.9094396955972,2.3370968905239806
straight,15.084348921577739,0.15468172540741365
stop,19.733104431541324,3.0735547365462432
stop,19.983415120230422,2.381330652206387
stop,20.055940441991982,2.0034780168533945
straight,15.313749978094187,0.15574060806664158
stop,20.311981492070696,2.903684551302178
stop,20.36938509157616,2.210079406152729
stop,20.2240091074496,1.6700070874541835
straight,15.533588167156916,0.1566944862937415
stop,20.85037065480118,2.7352750661001903
stop,20.709199930484417,2.0393175102558057
stop,20.417331098665525,1.336468931121197
straight,15.747846982146623,0.157542412840318
stop,21.342397735580185,2.567656330259773
stop,21.000310879447255,1.8691572419069369
stop,20.63620882951352,1.0026069234666135
straight,15.961813493101689,0.15842148573432968
stop,21.78222252073949,2.401346517413231
stop,21.239740275855883,1.6994281882546747
stop,20.876304691521874,0.6685391134761643
straight,16.174182498674124,0.15931431371373395
stop,22.16257632046183,2.23483548185511
stop,21.427728362338062,1.5319742683197997
stop,21.129667825776806,0.3341869175405825
straight,16.383703804636802,0.16014539022768648
stop,22.47985564785952,2.0666210187108054
stop,21.563992644770824,1.3676545868900474
stop,21.38848214736247,0.0006990858413318257
straight,16.591452771316803,0.16086332689939808
stop,22.732329335208583,1.898232453793135
stop,21.649268299552208,1.2069138614516315
stop,21.645055585985673,0.3369113762463578
straight,16.796899012332197,0.16161770151620858
stop,22.918615416448905,1.7306048339266935
stop,21.68557556650643,1.048473148331511
stop,21.890241022404044,0.6737174848075544
straight,16.99673950775117,0.16250606162227632
stop,23.038702635733966,1.5643217050766112
stop,21.675322293234476,0.8910438741522078
stop,22.115871164635372,1.010318621589668
straight,17.191135469952194,0.1634062715692869
stop,23.09372839050629,1.3994675758977637
stop,21.625747597100297,0.733809213455336
stop,22.317323301520112,1.3472073304222834
straight,17.378853276814983,0.164281255976378
stop,23.08564878134343,1.2359835306213693
stop,21.543373961744617,0.5747786509508752
stop,22.491906352774958,1.6848258374108536
straight,17.55820501422145,0.16509145541801074
stop,23.01998623626961,1.0732978986941903
stop,21.429938053188145,0.41276119202115513
stop,22.637025176657684,2.0221567281034276
straight,17.733959199638594,0.16578791876422705
stop,22.900963073602952,0.910934108727258
stop,21.290943256641693,0.24940184570853852
stop,22.753578361396603,2.3589416201244786
straight,17.912883208686086,0.16642002622084084
stop,22.73500380089664,0.7500359293035128
stop,21.139537416125638,0.08672139071003171
stop,22.844878969311882,2.695348269961033
straight,18.094281250795024,0.16704067040262838
stop,22.53260021754003,0.5892507318708327
stop,20.98462418722123,0.07646529731689
stop,22.916634775087154,3.0305821138525237
straight,18.273185049953838,0.16759862265177272
stop,22.298897822986227,0.427484423449628
stop,20.835868471711215,0.2412156349882539
stop,22.977322649083792,2.918422689353253
straight,18.451719880420246,0.16815290796501814
stop,22.040070844405346,0.26506811694210075
stop,20.700677941693865,0.40757767176224174
stop,23.0377820788386,2.5848428475313225
straight,18.6310272889115,0.16881466982632143
stop,21.767321227883155,0.10285638903307426
stop,20.581059059778482,0.5737017359651739
stop,23.11324390297799,2.251502640092504
straight,18.807743202617843,0.16940744271147634
stop,21.49076472686594,0.05886564278922446
stop,20.488551289008964,0.7384641584220626
stop,23.214227906118445,1.918030747546359
straight,18.98317765823172,0.16980637637693108
stop,21.219247774435235,0.21912055580684167
stop,20.435401965508444,0.9020463203548177
stop,23.34407481979004,1.583805871321923
straight,19.158381562517835,0.17021983115861306
stop,20.965546072517387,0.3778359441777863
stop,20.429563935151837,1.0660489264888628
stop,23.50371705918064,1.248567643373633
straight,19.331162637277206,0.17074000585038362
stop,20.744595398185627,0.5359104014891072
stop,20.477720313877104,1.2307454422046886
stop,23.692137777546638,0.9128179409347892
straight,19.50217920189993,0.17128761870027476
stop,20.567509950233408,0.6930663584583141
stop,20.582740513549076,1.3977044240996097
stop,23.906971614441918,0.5780880058271487
straight,19.673813913323713,0.17182439747076006
stop,20.446377594516594,0.8489271418916147
stop,20.746111034121487,1.565619040711467
stop,24.14111540096341,0.24494860546061314
straight,19.84902524368211,0.1723659504885121
stop,20.3913476554428,1.006179354594206
stop,20.96751920849991,1.7354426407637353
stop,24.384735795735697,0.08699422851226224
straight,20.021091794012506,0.17296257121227576
stop,20.40762181033638,1.1658034467999236
stop,21.244814838163887,1.9058837100419073
stop,24.623002596791427,0.4187181936002635
straight,20.190865197913574,0.17362895329207229
stop,20.500652088024065,1.3263257226815952
stop,21.575357621010824,2.0759389024432604
stop,24.840891442818467,0.7511292010717678
straight,20.36105078832282,0.17439449260234674
stop,20.673266289866092,1.4889638138135837
stop,21.953913758242898,2.24505000973107
stop,25.031093668689277,1.084446488218605
straight,20.531377518055024,0.1753213771474712
stop,20.925465639273373,1.6537794705599174
stop,22.371229298040344,2.414263202390382
stop,25.190149169981517,1.418714764078434
straight,20.700428997439573,0.1764545525804938
stop,21.25504323564657,1.8190306101928106
stop,22.819071085069975,2.585033735730333
stop,25.315649244453237,1.753284644755654
straight,20.862700411703855,0.17771498339943193
stop,21.655339180591763,1.9839431139013204
stop,23.285313856524102,2.756177431960065
stop,25.40758213234998,2.0866766366593072
straight,21.01549892170576,0.17901985751791882
stop,22.116038915884356,2.1486760572830956
stop,23.756463021602425,2.9280121917638695
stop,25.468788885206223,2.418248677113437
straight,21.158328178850226,0.18035492904788708
stop,22.62712163271657,2.312960711793478
stop,24.22667931289782,3.100172220249645
stop,25.506661656584573,2.749105543797423
straight,21.290218454578927,0.1816815424219289
stop,23.177452242558637,2.475269962177391
stop,24.686143815177193,3.0096721130404207
stop,25.52832465402168,3.079942889416921
straight,21.410807867477892,0.18293156531074162
stop,23.752543022568396,2.6361826577174092
stop,25.122281905128226,2.833308473830586
stop,25.542993541977133,2.8739528397163703
straight,21.5204419625662,0.18405802778576175
stop,24.341181256589405,2.7968160825613744
stop,25.52741778723472,2.654224334379323
stop,25.56089878078442,2.5460072712759576
straight,21.620092053512362,0.18501116197461698
stop,24.931682993098224,2.9558495052109137
stop,25.89774612121017,2.4736521294003917
stop,25.593205124651266,2.219004855182715
straight,21.711417809812986,0.1857403074199786
stop,25.50916494506647,3.1134610914300698
stop,26.226122767153324,2.2947784734734795
stop,25.652850513611863,1.8916447250322062
straight,21.79753667435013,0.18620617504329195
stop,26.061713961510616,3.0112561075964286
stop,26.50318727638177,2.1167365528459663
stop,25.74508386834989,1.5632958388492177
straight,21.877258309710257,0.18637087022748222
stop,26.58369600255645,2.8523228259651594
stop,26.729726337538164,1.9384424635901063
stop,25.872422150685285,1.2356837630550688
straight,21.953879508676444,0.1862018124197139
stop,27.06693833517987,2.693832830958913
stop,26.904044618064024,1.760698526974347
stop,26.03576393815212,0.9089200761936258
straight,22.032769413439475,0.18570139869920754
stop,27.504266219191145,2.5350298417594095
stop,27.023625786769127,1.5821604769584545
stop,26.230752796592157,0.5826637879565064
straight,22.11573459032636,0.1848333356699119
stop,27.890757283736047,2.3772728949153485
stop,27.089095914894457,1.4013425242494768
stop,26.44574201881591,0.2567527914504537
straight,22.2084030556891,0.1836709270645943
stop,28.220946218306413,2.2209966324213584
stop,27.101935541439627,1.2173721530401207
stop,26.669393413387514,0.06883070084216181
straight,22.316266685335084,0.1823717128571698
stop,28.4891715429052,2.0662743913632764
stop,27.06342360274092,1.0322065164714815
stop,26.890164532628173,0.3942673490866708
straight,22.44055182538431,0.1811632166584789
stop,28.6911935045406,1.9116127352672128
stop,26.975801281037818,0.8493093722557474
stop,27.092918895737466,0.7200219768234638
straight,22.58121575383699,0.18002804355859559
stop,28.826515300947023,1.7555219320483333
stop,26.846101024025632,0.668229798005358
stop,27.264028976823212,1.0467602048747384
straight,22.740013391375246,0.17896829296717742
stop,28.894665259249166,1.5981629689047265
stop,26.684280546996877,0.4869151685357789
stop,27.397364590951952,1.3743147631697954
straight,22.91791134788195,0.17810196270042178
stop,28.896095957337614,1.4399364337599352
stop,26.495252799064954,0.3035096058993619
stop,27.491254628308084,1.701893777212354
straight,23.112907175551488,0.1775676975003292
stop,28.833113726110856,1.2797496156851191
stop,26.285144080514694,0.12007668671431038
stop,27.54530035593974,2.029755210601177
straight,23.31532454515453,0.17750704276213847
stop,28.70911482524772,1.1179910763455867
stop,26.063768615666806,0.06289003765501278
stop,27.562446207500013,2.357546187285292
straight,23.516096540760707,0.1779481987551036
stop,28.527041531341126,0.9558142635392031
stop,25.843299634990284,0.24433857170340323
stop,27.55239783777574,2.684973883565789
straight,23.713166090069123,0.17886271854189995
stop,28.29193383388443,0.7953712019948052
stop,25.637952790406157,0.4257654233627024
stop,27.52434377361702,3.013156788485
straight,23.904053277529137,0.18023677654980885
stop,28.01256007191162,0.6360734031039637
stop,25.458313861131828,0.6086216124365902
stop,27.48612504261341,2.9425257805543783
straight,24.08023231443335,0.1819781366222465
stop,27.699221683549595,0.4765381313934318
stop,25.3142791703719,0.7925440185813608
stop,27.451151849948424,2.616841624167149
straight,24.234561592886294,0.18390647111417435
stop,27.361952061712365,0.31592200931268577
stop,25.216788203813202,0.9760735399770395
stop,27.433956526632272,2.2925802238580744
straight,24.3660553995178,0.1859173062268611
stop,27.00769340960959,0.1540979031799119
stop,25.171795855988222,1.1576019376749684
stop,27.447318757078,1.9687189141144694
straight,24.47677184984213,0.18798096579622192
stop,26.644949018067997,0.008069859446575567
stop,25.184805133677195,1.3360074178097232
stop,27.497433277248774,1.6437173634512243
straight,24.566787661155317,0.18995294682776132
stop,26.285803608476947,0.17032271286599343
stop,25.26037291391778,1.5127526714800075
stop,27.586574128879636,1.3183846571202835
straight,24.636517096339247,0.1918619890550528
stop,25.94180690591102,0.3321981823765893
stop,25.398996855951385,1.6900019876395787
stop,27.712777511379592,0.992814045673386
straight,24.68665871023899,0.19365794471160114
stop,25.62497376893625,0.49275297433960663
stop,25.597679958703267,1.8695468412629719
stop,27.869350559757123,0.6671945783828824
straight,24.72037698977044,0.19518716309082118
stop,25.349906813851458,0.6527596292484321
stop,25.852189307705693,2.051222264436438
stop,28.04548421188348,0.34129896436346874
straight,24.73747667357255,0.1964387036207974
stop,25.12630997008694,0.813201408633411
stop,26.15529924241395,2.233924869068133
stop,28.233248760278524,0.01527335116232642
straight,24.746946245792603,0.19728955748645682
stop,24.962278355987976,0.9722927792320251
stop,26.50133763910565,2.4175176711165136
stop,28.42328406335643,0.30965591975641926
straight,24.755064234696544,0.19772619451666784
stop,24.86749925754697,1.129876273354009
stop,26.882405400350567,2.6000347500985157
stop,28.601330350281604,0.633582336789904
straight,24.767723259104745,0.19779965992501836
stop,24.847523829988944,1.286315935314744
stop,27.288099612910887,2.7814356393016713
stop,28.75205683279534,0.9582470329458705
straight,24.787893807039907,0.1975730323984587
stop,24.90571106013454,1.4412227726192004
stop,27.70638954718505,2.9613170089038654
stop,28.86901235715497,1.28376950177789
straight,24.808703641286662,0.19700068545454585
stop,25.04349737846309,1.59463386896536
stop,28.12234444770427,3.1402145031519586
stop,28.947407216892532,1.6089598901262092
straight,24.83113542172046,0.1960323856646662
stop,25.257498998498047,1.7472380654066582
stop,28.527384364107526,2.9654963497347744
stop,28.984465201951085,1.9343130415079903
straight,24.86480102117509,0.19479968011057125
stop,25.542839144424118,1.8999521711714031
stop,28.91347783350389,2.7900927080451092
stop,28.982414048866875,2.2592371490437464
straight,24.91370350257758,0.19340616490024698
stop,25.894035914535376,2.0520901374509215
stop,29.26765884176175,2.6164647393534795
stop,28.948188182984353,2.584583377198586
straight,24.979383381446766,0.19200035778190538
stop,26.300951386049476,2.203330202175554
stop,29.580010191994223,2.4419497334231557
stop,28.889095807820844,2.909898750295379
straight,25.061243017834023,0.19081492609305606
stop,26.753265963950632,2.354921652608942
stop,29.848641297331554,2.2663400024704896
stop,28.816725874348474,3.0485468570598853
straight,25.154005052912446,0.18996257072814504
stop,27.24042712730983,2.5074452980074984
stop,30.07057239975134,2.091911283986429
stop,28.7464972214958,2.7241978874641983
straight,25.253477644993673,0.18939459034722161
stop,27.753075929271027,2.6599417639354153
stop,30.241564807000533,1.9184162177076305
stop,28.69356367604132,2.3998971349481852
straight,25.360854016473375,0.18897693436160934
stop,28.283234802925033,2.81048952804775
stop,30.35791040983778,1.7467404866932486
stop,28.67078329824599,2.0749643919422036
straight,25.474705062862547,0.18873256792511206
stop,28.81901960018387,2.9586775169229664
stop,30.41731770737057,1.5778412080387052
stop,28.68426511659681,1.7502670891506664
straight,25.5964515601989,0.18868940435983572
stop,29.350087115172506,3.105323924641498
stop,30.42011327483429,1.4119374424147377
stop,28.73889234197174,1.4270981543340033
straight,25.726241795163514,0.1888890264660078
stop,29.86224444454949,3.032435945530709
stop,30.368226288008994,1.2467683100337845
stop,28.836390003459044,1.1048080306164882
straight,25.854994975519652,0.18937334250862803
stop,30.34358227447919,2.8862777823912524
stop,30.263034809865722,1.0825055960594971
stop,28.970325088145554,0.7824014368621457
straight,25.983528221433435,0.19016717079716072
stop,30.786114450375862,2.737772906971807
stop,30.106673271866384,0.9194031994214322
stop,29.13277305413778,0.45949883985622636
straight,26.109843495715054,0.19128986277326998
stop,31.184517953480075,2.5869209385115624
stop,29.90523398679456,0.7573897350025263
stop,29.312576882482155,0.13691294342031357
straight,26.230500185318647,0.19276456629438843
stop,31.53542893464014,2.4348992201973263
stop,29.668261632566978,0.5969018763261769
stop,29.496665671501127,0.18627470985487227
straight,26.341524474967343,0.19460259145888692
stop,31.832114557018198,2.2842642175666574
stop,29.399666298374438,0.43576858179657535
stop,29.67383704602809,0.5085370347777607
straight,26.436379827332846,0.19669224261616358
stop,32.07129410416725,2.1351900899708633
stop,29.105572294259794,0.2749868524544276
stop,29.827476864852677,0.830479744230744
straight,26.512137272057615,0.19895753511060843
stop,32.25078095673352,1.987161658911114
stop,28.79508172032887,0.11585535862703188
stop,29.94595966134214,1.1531606764019817
straight,26.566572270985684,0.20123121872242855
stop,32.36833117504046,1.8401533156887238
stop,28.477286775315108,0.04037751309578841
stop,30.023232558570808,1.475470184870827
straight,26.600193911935527,0.20333983617642204
stop,32.4234540144254,1.6939300726094668
stop,28.166457445639804,0.1952554343734723
stop,30.05635423142116,1.7975609397879504
straight,26.61486752538667,0.20524277431937576
stop,32.41598955087465,1.5494675785315482
stop,27.869019010836027,0.3501578099889837
stop,30.046639421979936,2.120133755105474
straight,26.61153523393006,0.20692913575551497
stop,32.347423353447375,1.4075754524752255
stop,27.59038652555907,0.5030701188368703
stop,29.9980768090605,2.441793530598939
straight,26.592517268423315,0.20831978432271214
stop,32.22133019039134,1.2676406672001965
stop,27.340498403744665,0.6543239390131514
stop,29.919612202023156,2.7627267160846
straight,26.560505997974264,0.2093580838158623
stop,32.04166953859042,1.1280362341039867
stop,27.130309744587734,0.8048604956406367
stop,29.825322322825546,3.08373623175105
straight,26.52250852085094,0.20996985862630801
stop,31.81196396028816,0.9885411341356508
stop,26.967056134710354,0.9558967227544884
stop,29.730424093999495,2.877268092194872
straight,26.49160735133014,0.21013982288906286
stop,31.536827176491077,0.8478968765055388
stop,26.856237299987008,1.109203867510546
stop,29.649245053938063,2.5547014737663325
straight,26.462837981643045,0.20992159703696822
stop,31.22050989438782,0.7060096721552784
stop,26.80357580271341,1.2649523207915312
stop,29.593197564287166,2.2322656415930995
straight,26.43630624591793,0.20933171082648117
stop,30.868656144769666,0.5630015688266994
stop,26.81237899982469,1.4211588811682567
stop,29.571457570902453,1.9099321129779536
straight,26.41806694591682,0.20840851782299652
stop,30.489804566383697,0.4188396185932004
stop,26.885085633287453,1.5779071647443885
stop,29.58999330863237,1.5859286155842724
straight,26.40751041962439,0.20713133246295412
stop,30.090124186254723,0.27355261751398796
stop,27.02232838330724,1.736121133680827
stop,29.648930267796594,1.2606099969269664
straight,26.408640562602546,0.2055417647344765
stop,29.674536611656507,0.12822834066745337
stop,27.22324867353112,1.896262657127961
stop,29.74594147103665,0.9352765198557647
straight,26.424912274575064,0.20370868321791613
stop,29.25114102847106,0.01679485721438079
stop,27.483147603089574,2.055861035832547
stop,29.875758269421862,0.6097237970650471
straight,26.4596347584115,0.20171384035764262
stop,28.830357892230804,0.16113733026072108
stop,27.79257277953822,2.2156716145201862
stop,30.029267199382865,0.28380487973554036
straight,26.515410375510758,0.19968748386388901
stop,28.421918447490143,0.30518308644387293
stop,28.145771992253476,2.3774833264315767
stop,30.19184556350796,0.042408248903414325
straight,26.592155459156828,0.1977581889882708
stop,28.033819655081253,0.4472411219060395
stop,28.535401408013907,2.5401752587183886
stop,30.346648615779337,0.3703361924462212
straight,26.68502743221964,0.1961625221629063
stop,27.676451645054122,0.5875474171805188
stop,28.9507127295868,2.703262700489539
stop,30.48199208434412,0.699923418522828
straight,26.787294831188085,0.1949932512406677
stop,27.362101697942553,0.7272842470029808
stop,29.37588147244136,2.8657907883624993
stop,30.589469731790512,1.0304142138985477
straight,26.89841280557674,0.19415116150807987
stop,27.098694284315638,0.867108660053078
stop,29.80125801294767,3.0284836786524387
stop,30.66194979509624,1.3610290757581043
straight,27.012429947087362,0.19366230342702395
stop,26.894693322933943,1.0074128788511612
stop,30.222596901533624,3.0932724410439594
stop,30.695741059354045,1.6913857305173299
straight,27.12047166209272,0.19352942457444633
stop,26.757400169330285,1.1491705771940337
stop,30.629633968066692,2.9344867944844215
stop,30.689108000803465,2.0208622972231334
straight,27.227850790299193,0.1936712166408403
stop,26.691098429952834,1.2906576325590287
stop,31.016025810829547,2.7788885073844325
stop,30.647054956795593,2.349912983217351
straight,27.333549791708418,0.19407284055418517
stop,26.699099323575716,1.4308734985637948
stop,31.37475495280918,2.6259462518301526
stop,30.576913522872367,2.679154940987843
straight,27.42838122450935,0.19468039935713144
stop,26.782724238024226,1.5695021330661332
stop,31.696728612896237,2.47506048020052
stop,30.488076761409207,3.00883341806235
